,,Unnamed: 0,song,album,lyrics
10,10,10,Desolation Row,,"They’re selling postcards of the hanging
They’re painting the passports brown
The beauty parlor is filled with sailors
The circus is in town
Here comes the blind commissioner
They’ve got him in a trance
One hand is tied to the tight-rope walker
The other is in his pants
And the riot squad, they’re restless
They need somewhere to go
As Lady and I look out tonight
From Desolation Row
Cinderella, she seems so easy
""It takes one to know one"", she smiles
And puts her hands in her back pockets
Bette Davis style
And in comes Romeo, he’s moaning
“You Belong to Me I Believe”
And someone says, “You’re in the wrong place my friend
You'd better leave”
And the only sound that’s left
After the ambulances go
Is Cinderella sweeping up
On Desolation Row
Now the moon is almost hidden
The stars are beginning to hide
The fortune-telling lady
Has even taken all her things inside
All except for Cain and Abel
And The Hunchback of Notre Dame
Everybody is making love
Or else expecting rain
And the Good Samaritan, he’s dressing
He’s getting ready for the show
He’s going to the carnival tonight
On Desolation Row
Ophelia, she’s ’neath the window
For her I feel so afraid
On her twenty-second birthday
She already is an old maid
To her, death is quite romantic
She wears an iron vest
Her profession’s her religion
Her sin is her lifelessness
And though her eyes are fixed upon
Noah’s great rainbow
She spends her time peeking
Into Desolation Row
Einstein, disguised as Robin Hood
With his memories in a trunk
Passed this way an hour ago
With his friend, a jealous monk
Now he looked so immaculately frightful
As he bummed a cigarette
Then he went off sniffing drainpipes
And reciting the alphabet
You would not think to look at him
But he was famous long ago
For playing the electric violin
On Desolation Row
Dr. Filth, he keeps his world
Inside of a leather cup
But all his sexless patients
They’re trying to blow it up
Now his nurse, some local loser
She’s in charge of the cyanide hole
And she also keeps the cards that read
“Have Mercy on His Soul”
They all play on the pennywhistle
You can hear them blow
If you lean your head out far enough
From Desolation Row
Across the street they’ve nailed the curtains
They’re getting ready for the feast
The Phantom of the Opera
In a perfect image of a priest
They are spoon feeding Casanova
To get him to feel more assured
Then they’ll kill him with self-confidence
After poisoning him with words
And the Phantom’s shouting to skinny girls
“Get outta here if you don’t know
Casanova is just being punished for going
To Desolation Row”
At midnight all the agents
And the superhuman crew
Come out and round up everyone
That knows more than they do
Then they bring them to the factory
Where the heart attack machine
Is strapped across their shoulders
And then the kerosene
Is brought down from the castles
By insurance men who go
Check to see that nobody is escaping
To Desolation Row
Praise be to Nero’s Neptune
The Titanic sails at dawn
Everybody’s shouting
“Which side are you on?”
And Ezra Pound and T. S. Eliot
Fighting in the captain’s tower
While calypso singers laugh at them
And fishermen hold flowers
Between the windows of the sea
Where lovely mermaids flow
And nobody has to think too much
About Desolation Row
Yes, I received your letter yesterday
About the time the doorknob broke
When you asked me how I was doing
Was that some kinda joke?
All these people that you mention
Yes, I know them, they’re quite lame
I had to rearrange their faces
And give them all another name
Right now I can’t read too good
Don’t send me no more letters, no
Not unless you mail them
From Desolation Row"
11,11,11,A Hard Rain’s a-Gonna Fall,,"Oh, where have you been, my blue-eyed son?
And where have you been, my darling young one?
I’ve stumbled on the side of twelve misty mountains
I’ve walked and I’ve crawled on six crooked highways
I’ve stepped in the middle of seven sad forests
I’ve been out in front of a dozen dead oceans
I’ve been ten thousand miles in the mouth of a graveyard
And it’s a hard, and it’s a hard, it’s a hard, it’s a hard
It’s a hard rain’s a-going to fall
Oh, what did you see, my blue-eyed son?
And what did you see, my darling young one?
I saw a newborn baby with wild wolves all around it
I saw a highway of diamonds with nobody on it
I saw a black branch with blood that kept dripping
I saw a room full of men with their hammers a-bleeding
I saw a white ladder all covered with water
I saw ten-thousand talkers whose tongues were all broken
I saw guns and sharp swords in the hands of young children
And it’s a hard, it’s a hard, it’s a hard, and it’s a hard
It’s a hard rain’s a-going to fall
And what did you hear, my blue-eyed son?
And what did you hear, my darling young one?
I heard the sound of a thunder that roared out a warning
I heard the roar of a wave that could drown the whole world
I heard one hundred drummers whose hands were a-blazing
I heard ten-thousand whispering and nobody listening
I heard one person starve, I heard many people laughing
I heard the song of a poet who died in the gutter
I heard the sound of a clown who cried in the alley
And it’s a hard, it’s a hard, it’s a hard, it’s a hard
It’s a hard rain’s a-going to fall
Oh, what did you meet, my blue-eyed son?
And who did you meet, my darling young one?
I met a young child beside a dead pony
I met a white man who walked a black dog
I met a young woman, her body was burning
I met a young girl, she gave me a rainbow
I met one man who was wounded in love
I met another man who was wounded in hatred
And it’s a hard, it’s a hard, it’s a hard, it’s a hard
It’s a hard rain’s a-going to fall
And what will you do now, my blue-eyed son?
And what will you do now, my darling young one?
I’m a-going back out ’fore the rain starts a-falling
I’ll walk to the depths of the deepest dark forest
Where the people are many and their hands are all empty
Where the pellets of poison are flooding their waters
Where the home in the valley meets the damp dirty prison
And the executioner’s face is always well hidden
Where hunger is ugly, where the souls are forgotten
Where black is the color, where none is the number
And I’ll tell it, and speak it, and think it, and breathe it
And reflect from the mountain so all souls can see it
Then I’ll stand on the ocean until I start sinking
But I’ll know my song well before I start singing
And it’s a hard, it’s a hard, it’s a hard, and it’s a hard
It’s a hard rain’s a-going to fall"
12,12,12,Tangled Up in Blue,,"Early one morning the sun was shining
I was laying in bed
Wondering if she'd changed at all
If her hair was still red
Her folks they said our lives together
Sure was going to be rough
They never did like Mama's homemade dress
Papa's bankbook wasn't big enough
And I was standing on the side of the road
Rain falling on my shoes
Heading out for the East Coast
Lord knows I've paid some dues
Getting through
Tangled up in blue
She was married when we first met
Soon to be divorced
I helped her out of a jam, I guess
But I used a little too much force
We drove that car as far as we could
Abandoned it out West
Split up on a dark sad night
Both agreeing it was best
She turned around to look at me
As I was walking away
I heard her say over my shoulder
""We'll meet again someday
On the avenue""
Tangled up in blue
I had a job in the great north woods
Working as a cook for a spell
But I never did like it all that much
And one day the ax just fell
So I drifted down to New Orleans
Where I lucky was to be employed
Working for a while on a fishing boat
Right outside of Delacroix
But all the while I was alone
The past was close behind
I seen a lot of women
But she never escaped my mind
And I just grew
Tangled up in blue
She was working in a topless place
And I stopped in for a beer
I just kept looking at the side of her face
In the spotlight, so clear
And later on, when the crowd thinned out
I was just about to do the same
She was standing there, in back of my chair
Said to me ""Don't I know your name?""
I muttered something underneath my breath
She studied the lines on my face
I must admit, I felt a little uneasy
When she bent down to tie the laces
Of my shoe
Tangled up in blue
She lit a burner on the stove
And offered me a pipe
""I thought you'd never say hello"" she said
""You look like the silent type""
Then she opened up a book of poems
And handed it to me
Written by an Italian poet
From the thirteenth century
And every one of them words rang true
And glowed like burning coal
Pouring off of every page
Like it was written in my soul
From me to you
Tangled up in blue
I lived with them on Montague Street
In a basement down the stairs
There was music in the cafes at night
And revolution in the air
Then he started into dealing with slaves
And something inside of him died
She had to sell everything she owned
And froze up inside
And when it finally, the bottom fell out
I became withdrawn
The only thing I knew how to do
Was to keep on keeping on
Like a bird that flew
Tangled up in blue
So now I'm going back again
I got to get to her somehow
All the people we used to know
They're an illusion to me now
Some are mathematicians
Some are carpenter's wives
Don't know how it all got started
I don't know what they're doing with their lives
But me, I'm still on the road
A-heading for another joint
We always did feel the same
We just saw it from a different point
Of view
Tangled up in blue"
13,13,13,Masters of War,,"Come, you masters of war
You that build the big guns
You that build the death planes
You that build all the bombs
You that hide behind walls
You that hide behind desks
I just want you to know
I can see through your masks
You that never done nothing
But build to destroy
You play with my world
Like it’s your little toy
You put a gun in my hand
And you hide from my eyes
And you turn and run farther
When the fast bullets fly
Like Judas of old
You lie and deceive
A world war can be won
You want me to believe
But I see through your eyes
And I see through your brain
Like I see through the water
That runs down my drain
You fasten all the triggers
For the others to fire
Then you set back and watch
While the death count gets higher
You hide in your mansion
While the young people’s blood
Flows out of their bodies
And is buried in the mud
You’ve thrown the worst fear
That can ever be hurled
Fear to bring children
Into the world
For threatening my baby
Unborn and unnamed
You ain't worth the blood
That runs in your veins
How much do I know
To talk out of turn
You might say that I’m young
You might say I’m unlearned
But there’s one thing I know
Though I’m younger than you
That even Jesus would never
Forgive what you do
Let me ask you one question
Is your money that good
Will it buy you forgiveness
Do you think that it could
I think you will find
When your death takes its toll
All the money you made
Will never buy back your soul
And I hope that you die
And your death will come soon
I will follow your casket
By the pale afternoon
And I’ll watch while you’re lowered
Down to your deathbed
And I’ll stand over your grave
'Til I’m sure that you’re dead"
14,14,14,Knockin’ on Heaven’s Door,,"Mama, take this badge off of me
I can’t use it anymore
It’s getting dark, too dark to see
I feel I’m knockin' on heaven’s door
Knock, knock, knockin' on heaven’s door
Knock, knock, knockin' on heaven’s door
Knock, knock, knockin' on heaven’s door
Knock, knock, knockin' on heaven's door
Mama, put my guns in the ground
I can’t shoot them anymore
That long black cloud is coming down
I feel I’m knockin' on heaven’s door
Knock, knock, knockin' on heaven’s door
Knock, knock, knockin' on heaven’s door
Knock, knock, knockin' on heaven’s door
Knock, knock, knockin' on heaven's door"
15,15,15,To Fall in Love with You,,"A tear goes down my day is real
But your drying eye upon the shame
Each needs a road for me from you
What paradise? what can I do?
That die for my and the day is dark
I can’t believe for your touch
What I could find oh time is right
If I fell in love to fall in love
To fall in love with you
The day is dark, our time is right
Day in the night deep in the night
I can’t yet be back I heard my- surprise
I see it in your lips I knew it in your eyes
Well I feel your love and I feel no shame
I can’t unleash your horde I call your name
What you’re to me what can I do?
To fall in love to fall in love
To fall in love with you
It just rolls upon the sand
Ever this for now I’m made a man
Can make you see what I can find
I know it in my days ah in my daily mind
Oh will ages roll will ages fly?
I hear your name where angels lie
What do I know? for to come it’s true
To fall in love To fall in love
To fall in love with you
How can the doors trust on a nail?
How can I be surprised of most every day?
In the distant road I can’t be the same
I feel no love I feel no shame
I can’t watch the bay out on my own
We’ve a destined man I can attest it all
I didn’t I could find where I could go
To fall in love to fall in love
To fall in love with you"
16,16,16,"It’s Alright, Ma (I’m Only Bleeding)",,"Darkness at the break of noon
Shadows even the silver spoon
The handmade blade, the child's balloon
Eclipses both the sun and moon
To understand you know too soon
There is no sense in trying
Pointed threats they bluff with scorn
Suicide remarks are torn
From the fools gold mouthpiece the hollow horn
Plays wasted words, proves to warn
That he not busy being born
Is busy dying
Temptation's page flies out the door
You follow, find yourself at war
Watch waterfalls of pity roar
You feel to moan, but unlike before
You discover that you'd just be one more
Person crying
So don't fear if you hear
A foreign sound to your ear
It's alright, Ma, I'm only sighing
As some warn victory, some downfall
Private reasons, great or small
Can be seen in the eyes of those that call
To make all that should be killed to crawl
While others say don't hate nothing at all
Except hatred
Disillusioned words like bullets bark
As human gods aim for their mark
Make everything from toy guns that spark
To flesh-colored Christs that glow in the dark
It's easy to see without lookin' too far
That not much is really sacred
While preachers preach of evil fates
Teachers teach that knowledge waits
Can lead to hundred-dollar plates
Goodness hides behind its gates
But even the President of the United States
Sometimes must have to stand naked
And though the rules of the road have been lodged
It's only people's games that you got to dodge
And it's alright, Ma, I can make it
Advertising signs that con
You into thinking you're the one
That can do what's never been done
That can win what's never been won
Meantime, life outside goes on
All around you
You lose yourself, you reappear
You suddenly find you got nothing to fear
Alone you stand with nobody near
When a trembling distant voice, unclear
Startles your sleeping ears to hear
That somebody thinks they really found you
A question in your nerves is lit
Yet you know there is no answer fit
To satisfy, ensure you not to quit
To keep it in your mind and not forget
That it is not he, or she, or them, or it
That you belong to
But though the masters make the rules
For the wise men and the fools
I got nothing, Ma, to live up to
For them that must obey authority
That they do not respect in any degree
Who despise their jobs, their destiny
Speak jealously of them that are free
Do what they do just to be
Nothing more than something they invest in
While some on principles baptized
To strict party platform ties
Social clubs in drag disguise
Outsiders they can freely criticize
Tell nothing except who to idolize
And say ""God bless him""
While one who sings with his tongue on fire
Gargles in the rat race choir
Bent out of shape from society's pliers
Cares not to come up any higher
But rather get you down in the hole
That he's in
But I mean no harm, nor put fault
On anyone that lives in a vault
But it's alright, Ma, if I can't please him
Old lady judges watch people in pairs
Limited in sex, they dare
To push fake morals, insult and stare
While money doesn't talk, it swears
Obscenity, who really cares
Propaganda, all is phony
While them that defend what they cannot see
With a killer's pride, security
It blows the minds most bitterly
For them that think death's honesty
Won't fall upon 'em naturally
Life sometimes must get lonely
My eyes collide head-on with stuffed
Graveyards, false goals, I scuff
At pettiness which plays so rough
Walk upside down inside handcuffs
Kick my legs to crash it off
Say, okay, I've had enough
What else can you show me?
And if my thought-dreams could be seen
They'd probably put my head in a guillotine
But it's alright, Ma, it's life, and life only"
17,17,17,Girl from the North Country,,"If you’re travelin' the north country fair
Where the winds hit heavy on the borderline
Remember me to one who lives there
For she once was a true love of mine
If you go when the snowflakes storm
When the rivers freeze and summer ends
Please see if she has a coat so warm
To keep her from the howling winds
Please see if her hair hangs long
If it rolls and flows all down her breast
Please see for me if her hair's hangin' long
For that’s the way I remember her best
I’m a-wondering if she remembers me at all
Many times I’ve often prayed
In the darkness of my night
In the brightness of my day
So if you’re travelin' the north country fair
Where the winds hit heavy on the borderline
Remember me to one who lives there
For she once was a true love of mine"
18,18,18,"It’s All Over Now, Baby Blue",,"You must leave now
Take what you need, you think will last
But whatever you wish to keep, you better grab it fast
Yonder stands your orphan with his gun
Crying like a fire in the sun
Look out, the saints are coming through
And it's all over now, Baby Blue
The highway is for gamblers, better use your sense
Take what you have gathered from coincidence
The empty handed painter from your streets
Is drawing crazy patterns on your sheets
The sky, too, is folding under you
And it's all over now, Baby Blue
All your seasick sailors, they are rowing home
Your empty handed armies are going home
Your lover who just walked out the door
Has taken all his blankets from the floor
The carpet, too, is moving under you
And it's all over now, Baby Blue
Leave your stepping stones behind
There's something that calls for you
Forget the dead you've left
They will not follow you
The vagabond who's rapping at your door
Is standing in the clothes that you once wore
Strike another match, go start anew
And it's all over now, Baby Blue"
19,19,19,Visions of Johanna,,"Ain’t it just like the night to play tricks when you’re tryin' to be so quiet?
We sit here stranded, though we’re all doin’ our best to deny it
And Louise holds a handful of rain, temptin’ you to defy it
Lights flicker from the opposite loft
In this room the heat pipes just cough
The country music station plays soft
But there’s nothing, really nothing to turn off
Just Louise and her lover so entwined
And these visions of Johanna that conquer my mind
In the empty lot where the ladies play blindman’s bluff with the key chain
And the all-night girls they whisper of escapades out on the “D” train
We can hear the night watchman click his flashlight
Ask himself if it’s him or them that’s really insane
Louise, she’s all right, she’s just near
She’s delicate and seems like the mirror
But she just makes it all too concise and too clear
That Johanna’s not here
The ghost of ’lectricity howls in the bones of her face
Where these visions of Johanna have now taken my place
Now, little boy lost, he takes himself so seriously
He brags of his misery, he likes to live dangerously
And when bringing her name up
He speaks of a farewell kiss to me
He’s sure got a lotta gall to be so useless and all
Muttering small talk at the wall while I’m in the hall
How can I explain?
It's so hard to get on
And these visions of Johanna, they kept me up past the dawn
Inside the museums, Infinity goes up on trial
Voices echo this is what salvation must be like after a while
But Mona Lisa musta had the highway blues
You can tell by the way she smiles
See the primitive wallflower freeze
When the jelly-faced women all sneeze
Hear the one with the mustache say, “Jeeze
I can’t find my knees”
Oh, jewels and binoculars hang from the head of the mule
But these visions of Johanna, they make it all seem so cruel
The peddler now speaks to the countess who’s pretending to care for him
Sayin’, “Name me someone that’s not a parasite and I’ll go out and say a prayer for him”
But like Louise always says
“Ya can’t look at much, can ya man?”
As she, herself, prepares for him
And Madonna, she still has not showed
We see this empty cage now corrode
Where her cape of the stage once had flowed
The fiddler, he now steps to the road
He writes ev’rything’s been returned which was owed
On the back of the fish truck that loads
While my conscience explodes
The harmonicas play the skeleton keys and the rain
And these visions of Johanna are now all that remain"
20,20,20,Ballad of a Thin Man,,"You walk into the room
With your pencil in your hand
You see somebody naked
And you, you say, ""Who is that man?""
You try so hard
But you don't understand
Just what you will say
When you get home
Because something is happening here
But ya' don't know what it is
Do you, Mister Jones?
You raise up your head
And you ask ""Is this where it is?""
And somebody points to you and says
""It's his""
And you say ""What's mine?""
And somebody else says ""Well, what is?""
And you say, ""Oh my God, am I here all alone?""
But something is happening
And ya' don't know what it is
Do you, Mister Jones?
You hand in your ticket
And you go watch the geek
Who immediately walks up to you
When he hears you speak
And says ""How does it feel to
Be such a freak?""
And you say, ""Impossible""
As he hands you a bone
And something is happening here
But ya' don't know what it is
Do you, Mister Jones?
You have many contacts
Among the lumberjacks
To get you facts
When someone attacks your imagination
But nobody has any respect
Anyway they already expect you
To all give a check
To tax-deductible charity organization
Aw, you've been with the professors
And they've all liked your looks
With great lawyers you have
Discussed lepers and crooks
You've been through all of
F. Scott Fitzgerald's books
You are very well read
It's well known
But something is happening here
And ya' don't know what it is
Do you, Mister Jones?
Well the sword swallower, he comes up to you
And then he kneels
He crosses himself
And then he clicks his high heels
And without further notice
He asks you how it feels
And he says, ""Here is your throat back
Thanks for the loan""
And you know something is happening
But ya' don't know what it is
Do you, Mr. Jones?
Now you see this one-eyed midget
Shouting the word ""Now""
And you say, ""For what reason?""
And he says, ""How?""
And you say, ""What does this mean?""
And he screams back ""You're a cow
Give me some milk or else go home""
And you know something's happening
But ya' don't know what it is
Do you, Mr. Jones?
Well, you walk into the room
Like a camel and then you frown
You put your eyes in your pocket
And your nose on the ground
There oughtta be a law
Against you comin' around
You should be made
To wear earphones
'Cause something is happening
And ya' don't know what it is
Do you, Mr. Jones?"
21,21,21,Lay Lady Lay,,"Lay, lady, lay
Lay across my big brass bed
Lay, lady, lay
Lay across my big brass bed
Whatever colors you have in your mind
I’ll show them to you and you’ll see them shine
Lay, lady, lay
Lay across my big brass bed
Stay, lady, stay
Stay with your man awhile
Until the break of day, let me see ya' make him smile
His clothes are dirty but his, his hands are clean
And you’re the best thing that he’s ever seen
Stay, lady, stay
Stay with your man awhile
Why wait any longer for the world to begin
You can have your cake and eat it too
Why wait any longer for the one you love
When he’s standing in front of you
Lay, lady, lay
Lay across my big brass bed
Stay, lady, stay
Stay while the night is still ahead
I long to see you in the morning light
I long to reach for you in the night
Stay, lady, stay
Stay while the night is still ahead"
